,text,label
818,"Sorry Mr. Miron, there is no evidence that low or no capital gains tax increases economic activity. It really is just a way to reward the wealthy, such as yourself. And the lost revenue will make it even more difficult for the government to provide services. The pesky poor and middle class are citizens too, not just the help.",1
819,"I wonder how having one or two Teach for America teachers at a school can make a difference. A few children, lucky to be in those classes, may benefit but how does it benefit the school as a whole? And what does it do for the morale of the regular teaching staff, many of whom may be wonderful, dedicated teachers to have these neophytes who come with a label of special, gifted drop into their schools as though manna from heaven? Finally, do these special, gifted new teachers have some kind of solution for the poverty and other conditions that surely have at least, if not more, to do with the condition of their schools and their academic achievement than does the ability of the teacher? Can they magically help the parent who doesn't have the education to help or encourage the child? Can they promise these kids that if they work hard and do well, they will have a better life?",1
820,"If self-regulation by businesses is to work, VW must find that its cheating is unproductive. It must be the horrible example that will impel other firms to avoid doing what VW did. VW workers must lose their jobs and VW stockholders must suffer. To the extent that these things do not happen, self-regulation fails. Other firms will see that the consequences of dishonesty are manageable if sometimes severe. Since this is what firms have generally seen, self-regulation will not work and those firms should want a powerful and fair referee like the ones found in professional sports.",0
821,"Of course it is time! It should have been done long ago. How has the embargo benefitted us or the Cubans or any of the past participants over the years? It has not. It is a foolish remnant of a Cold War which ended long ago in a different time and existed in a much different world. Foolish saber-rattling by foolish people in a foolish effort. The embargo belongs in history books, not on our back porch.",1
822,"'Canonization changes absolutely nothing about the person being honored; it merely confirms that the saint has been in heaven from the moment of her death.' Faith in a heaven proves nothing, given that even Jesus hasn't returned from that alleged place as promised. But to state that someone is in heaven goes beyond faith to silliness. To honor someone for service makes a great deal of sense. To proclaim that someone is in heaven, with no proof whatsoever, boggles the mind. The problems of today's world again are centered around that hate of others that most religions preach and that includes the Church, Islam, Jehovahs witnesses, evangelical Christians...and on and on. The mere fact that the major religions exist today means only one thing... that what mom and dad believe is passed down without much question, study, etc. That's all it means....'mom and dad did it...so will I.' Today's younger generation are changing that bromide because information always makes inquisitive people smarter. Thank you internet.",0
823,"Why would a kid who attends a public school and plays for one of its teams want to, or have to, give up a spot on the roster, or even their position, to a kid who doesn't attend their school? Why would a team of kids who may have played together, hung out together, studied together, taken the school bus together, eaten lunch together, for a number of years want to welcome a kid who they may only see at practice onto their team? Why shouldn't a talented kid who goes to a school with particularly weak athletic program and/or facilities be able to join a team from a school in another part of the city or county that has a great athletic program and/or facilities? Should public schools be allowed to set up a draft for home-schooled free agent athletes? And so on.",1
824,"While do like the 99 cent rack on my kindle book store, there's a 50/50 chance that what I look at is self-published because before digital publishing, no one would touch it- and for good reason. A good amount of it is really really bad. So that said, publishers offer the value added-ness, if you will, but setting a standard that makes for an enjoyable read. I hope Amazon, if they decide to eat up the older publishers, hires those with generations of wisdom and allows those with it to exercise it in helping me make sure that my time spent reading is worth my while.",0
825,"Maureen Dowd had a bad trip and so we all supposed to return to the dark ages of marijuana use. I drank a pitcher of Cabo Wabo marguarettas a couple of weeks ago and thought I was going to die the next day. Are we going to prohibit tequila because of my bad trip? I wish! Dang that stuff is good. Too good for amateurs like me. I don't know if bottlers still put the alcohol content on hard liquor, but they used to. It was a handy guide for beginning drinkers.....like college students. But then some people used it as a guide to get as drunk as possible, as fast as possible. You cannot legislate the stupidity out of people and you cannot protect them from every thing. But creating a THC meter and putting it on the package would be very considerate. It probably wouldn't help stupid people like the above mentioned columnist, who just crammed the stuff in her mouth without even doing any research, but it would show a sense of responsibility on the part of the marijuana industry.",1
826,"Reading the most popular comments, I have my own experience echoed. I have my own business in a cube in an incubator-type space in Manhattan to save on real estate costs. While it's big enough and the walls are 6 ft. high, it's still very hard to do any of my deep thinking/focused-task work there so I often wind up going back at night for several hours to get that type of work done. All it takes is one person with a loud voice to make it difficult to focus; with a few around me, it's impossible. I wonder daily if the money I save is worth it.",1
827,A good argument in favor of requiring the electorate to take the time to participate in democracy. It has moved me closer to accepting mandatory voting than I have previously been. Question: what's the penalty for deliberately refusing to vote?,1
828,"It is quite sad to see a doctor advocate for government coercion for something that every doctor acknowledges has its risks. How would this doctor propose to enforce this coercion, prison terms for parents who refuse to vaccinate? Stalking the kids and vaccinating them in the street? Providing each child with a vaccine record microchip? It would be one expensive government program to run. It seems a lot more reaction would follow and hence some real outbreaks. Peaceful persuasion seems to be a wiser alternative. Or, if an increased compliance is sought for the more serious diseases, such as pertussis, measles, polio, rubella, then offer separate vaccines that fewer parents would object to and eliminate the ludicrous vaccines from the compulsory list, by ludicrous I mean those that clearly might be doing more harm than good as is the case with the varicella vaccine and the hep B vaccines given routinely to babies of non-carrier mothers. The more such vaccines are forced, the more families react by complete refusal of vaccines.",0
829,"As the 61 year old parent of two late 20 year olds I think all the helicopter parents here who think they can monitor their kids to the nth degree and not destroy the relationship are out of their minds. In particular 'I have the gold I make the rules' is the relationship of master and servant. If you want your kids to quit school and be waitresses or bartenders to get you off their back keep repeating 'i own you until you pay your own bills'. If you want a lawyer, a Doctor an MBA or a Phd in the family you have to learn to respect their autonomy while still providing support. Respect for autonomy starts early and grows as the child grows. The years between 13 and 18 are critical. The child has to learn self control and you have to learn to let go and respect your childs autonomy. Otherwise there is an explosion when they hit 18",0
830,"There a debate about this? Of course charter schools are cherry picking. I live right in the middle of charter school and quasi-charter school heaven in Arizona, and cherry picking is exactly what's going on. If the parent's not engaged, the child doesn't get in in the first place. If the child's not engaged or disruptive, the child is O-U-T out, pronto.",1
831,"#28 Areg: 'Most people don't seem to realize that Amy Chua's 'Chinese parenting' style is nothing new. It's the same Western parenting style from mid-19th century.... It took us 150 years to move away from all that, just in order to 'rediscover' it again in her essay' That old Western parenting style that you and others now deride brought us the Industrial Revolution and earlier the Enlightenment. If the Chinese follow that parenting style I'm certain the next Big Thing (postmodernism doesn't count as an achievement) will be Chinese.",0
832,The choice to abstain from vaccination tends to be based upon concerns about the additives and preservatives placed in the shots. I do not understand why my cat can get an additive free vaccine and my child cannot. How about demanding a change in the pharma industry to make the actual shots safer? There are known human carcinogens like formaldehyde and neurotoxins such as aluminum in many vaccines. Vaccine injuries are very real and a risk some are just not willing to take.,0
833,"I am strongly inclined to assert that a thoughtfully structured program be made available to all pre-kindergarten children regardless of their family situations. I've noted that children born to upper-middle and high income parents suffer a diminished capacity to learn just as low-income children, owing to disinterested or ineffectual parenting. There will always be exceptions to the norm--the largely self-taught Abraham Lincoln, for instance. For the most part, however, it seems to make more sense to devote preventative measures whenever possible in order to improve the lives of our citizenry, thereby enriching the nation as well.",1
834,"Both the child and the rest of the population have a right to be protected against Communicable diseases that can result in Deafness, blindness, paralysis, mental retardation and death. Newborns, immune-compromised adults, and the unvaccinated are protected by herd immunity. If all parents decided to forgo vaccination for their children, our infant and child mortality rates would soar. By the way, Breast feeding has no protective value against tetanus, diphtheria, measles, or whooping cough.",1
835,"Basketball is such a boring sport! Here's how they can get me back to watching it. Raise the rim, expand the court, adhere to the rules-that means no pushing and shoving, no palming the ball, and call moving picks and traveling, etc. Fat chance! Guess I'll never see another game, and I don't care!!",1
836,"I will go to Sushi Yasuda now just because they have this policy. Tipping is an annoying and outdated American custom. Frankly, I'm surprised servers are so up in arms about it. Particularly in a recession state, having a predictable salary would be more of an ideal state, rather than relying on the generosity of its patrons. As restaurants continue to increase the price of food and drinks, tipping will indeed suffer. Either lower the cost of meals, and leave tipping in place - or - keep prices as is and offer salary. I'm not thrilled that a meal for 2 in NY (with app, entrees, and drinks) can be as much as $100 at mid-range places. A tip is to congratulate a job well done. Not because you simply take my order and bring food. You have to exceed expectations / work for my money. Don't like the industry you are in or unsatisfied with the low wage, then you should do something about it and don't expect me and other patrons to reward you.",1
837,I never add salt to my food at the table -- because I prefer my food to be very lightly salted. It has been my experience that every restaurant I have dined at that has stopped putting salt shakers on the table completely OVERSALTS the food . I no longer eat at any of those places.,1
838,"The US is becoming more and more like a military campground. I live in Vancouver, a short distance from the US-Canada border, supposedly a 'friendly' border. It's not friendly at all. The agents inside the building (where anyone who doesn't have a US or Canadian passport has to go) all carry pistols and are dressed in black, even people who are doing typing. I have heard these agents make disparaging comments, based on the appearance of people going into the US. I dread going across this border. I have crossed probably 20 or 30 borders of various countries, including Bulgaria, the former USSR, the former Yugoslavia, and so on. None of them were as depressing as the US border. The basic fact behind concerns about border security is, in my opinion, simply xenophobia.",0
839,"Embolden the world's dictators? They don't seem to care one way of the other. China will continue its its one party state regardless of what happens with Cuba. So will the Saudis. So will Putin. Cuba is a small issue in a big world. but in a nation that prides itself on personal freedom, it is bizarre to restrict my personal right to trade or travel unless we are at or near a state of war - or have a similar national security concern. With Cuba we have no such concern. And unlike many other places in the world, Cubans don't have a knee jerk hatred of us. (So let's instead stop trade with Pakistan!)",1
840,"Do away with cubicles? Ridiculous! In fact, they should be made higher and more isolated - the workplace is not for socializing, it is for working in peace and quiet. Besides, where will the Guys place their photos of nekkid women?",1
841,An experience similar to Ms. Jackson's at CVS highlighted the degeneration of mathematical facility in young people. My bill at a fast food restaurant came to $10.15 and I handed the young lady behind the register $20.15. She looked at the 15 cents and at me all puzzled; she shuffled it around the counter. Then she entered $20.15 into the register and when it showed that the change due was $10.00 her face lit up. The mystery puzzle was solved. She looked at me with an awe that reflected her amazement that I could think of this ingenious gambit. Needless to say I was also amazed. I am similary awed when I read of surveys wherein significant numbers of college students (even in Southern California) could not identify a country that borders the U.S. or did not know which side the U.S. fought on in WWII.,1
842,"It is much easier today to be a celebrity. Today, as amazing as it seems in our world, people find celebrities like Charlie Sheen and his antics, orgies, rants, etc. entertaining. He is probably more popular now than before. Years ago, if behavior like that had become public, his fans would have shunned him, and his career would probably be over. My parents told me it took a long time for Elizabeth Taylor's fans to forgive her for being the other woman and stealing Eddie Fisher away from America's sweetheart, Debbie Reynolds. In Hollywood now, this is acceptable behavior. We've even come to expect it, as we have talk shows and books detailing all their affairs.",0
843,"Moderated comments are an excellent way for original ideas to be heard from the most unlikely corners. Sifting through a lot of unmoderated comments is not only distressing for the author, it is discouraging for the reader and serious commentator. Publications that want to engage a mass audience and those that seek to interact with more narrow expert audiences should put the resources into professionally moderating comments.",0
844,I'm an attorney and frequently appear in Family Court. The court has substituted audio recording for live reporters in most proceedings. The resultant recordings are then transcribed manually by someone listening to the audio record if transcript is ordered. The transcripts that are typed from the audio recording of the proceeding are invariably terrible. Parts of the transcript are virtually always missed and marked as 'inaudible.' Other parts are garbled. The transcripts are frequently worse than nothing at all. There is no real substitute for a transcript produced by a competent reporter and not having a reporter may sacrifice justice for the sake of saving a few dollars.,1
845,"I agree with Mr. DeLorenzo, range anxiety is a huge issue with EV's. The current technology does not provide an affordable energy storage system. I am aware that Tesla has an EV capable of 300 miles per charge but the current model starts at $101,500, however they have another model scheduled to debut in 2012 for $49,000 (including a $7,500 tax credit). Which is out of the price range of the majority of the country. I believe EV's are a great alternative to ICE for some people, especially people who live in urban areas. I just cant see them ever being more than a niche market, until an affordable car comes around with a range similar to comparable ICE vehicles. With an infrastructure that will be able to support them, including charging stations and an improved electrical grid",1
846,Service employees deal with a very wide variety of good and bad customers that impart pleasant to stressful experiences. On my part even when the service is less than stellar I tip generously regardless. Serving the general public is a very hard job and deserves consideration especially if one can afford the extra.,0
847,"i don't know about real beauty, or resilience, or scholarships, or corporate sponsorships. but i do know that there is something a little creepy about the ritual of having women parade around in bikinis and high heels. and there is something desperately creepy about donald trump.",1
848,"I am not clear on what Shared Values Mr. Miller refers to. Israel is based on the Zionist premise of a Jewish state and this philosophy does not grant equal rights to all citizens. This is in total conflict with US values and is akin to apartheid South Africa -as pointed out by Nobel Prize winner Desmond Tutu. As for Israel first influence, it is not only the impact of the agent of a foreign government (AIPAC) but also wealthy donors like Sheldon Adelson who can provide the funds needed to make or break a domestic political campaign. What is worse is that many of these wealthy donors are more politically concerned about Israel than they are about the USA.",0
849,"'Second, free college plans assume that tuition prices are the main obstacle to student success, looking past problems of educational quality and college readiness.' Exactly. It's high time that Americans stopped allowing their political leaders to shirk the difficult responsibilities of leadership by simply spending new money. Supporting education through increased spending is NOT necessarily supporting education. But it is, and always will be, way easier.",0
850,"Dual citizenship can be problem only during a declared war between the two countries. Declared wars (never mind our Constitution) are a thing of the past. Consequently, dual citizenship is not even a minor problem. I do not think we plan to declare war on anyone anytime soon. The last country that declared war on us was the one depicted in the Mouse that Roared (was this the title of a movie decades ago?) and it achieved what it was looking for: kind of Marshall plan financed by us. In other words, the whole issue is a joke.",1
851,"Only Karina Gallardo mentioned automation. The importation of farm laborers will increase our population and only temporarily provide farm laborers. Hopefully, the children of the farm laborers will be educated and find better jobs. The use of imported farm laborers should only be considered a temporary solution. An alternative needs to be sought. This means that a significant amount of money must be allocated to the development of robots to do the picking. Robots have significant advantages over human including their willingness to do unpleasant jobs. They also may have better ability to detect the ripeness and quality of crops plants. Robots have the advantage of being able to sense light outside of the visible range and to be equipped with ultrasonic and other sensors. One potential benefit of a decrease in defense spending is that some very qualified members of the defense industry could be motivated to work on farm automation. Some medical imaging companies probably have relevant technology.",1
852,"I agree wholeheartedly. 'Ultimately, the government has a fundamental responsibility for ensuring that the labor market remains a level playing field and that America continues to be a land of opportunity.' Unfortunately, the US government has been shirking the basic responsibilities of government (ensuring the health, welfare, and safety of its citizens as well as helping ensure that they are on a level playing field) for a long time.",1
853,"I loved her comments, I agree with them. I abhorred Scalia, I disagreed with him. These days justices speak in all manner of ways and in all manner of places and with the freedom and force of the first amendment. Get used to it. And get over it.",0
854,"As others have stated, I want my taxes lowered because I don't have children and don't use the public school system (among other public services) because of it. In fact I believe I should get a tax break on my income for NOT costing the government extra by having children. Why do parents who choose to have children believe they deserve to pay LESS than I do in taxes just because they choose to breed. It is not as if they didn't know that children cost money to have and raise! Yet because they get a tax break for having them and I don't I am forced to help pay for them! If you want kids and choose to have them then YOU pay for them and don't expect to get your taxes reduced because of it!",1
855,"Mr. Adams, in the absence of regulations, there would be no financial fallout. As an example, auto emissions impose large costs on society i.e., pollution, and on many individuals in society, for example those with respiratory problems. But car manufacturers do not bear those costs - the costs are externalities to the manufacturer. Markets are in general very good at coordinating supply and demand and allocating capital but markets only work if economic actors both receive the benefits but also bear the costs of their business decisions. Regulations, however imperfect, are necessary because, in many circumstances economic actors receive the profits but do not pay the costs of their activity. In such circumstances it is rational for a firm maximize its profits while ignoring the costs, however large, of its business activities. If there were no emissions regulations, including penalties for violating, those regulations, VW would face no financial fallout. They would build diesel cars that maximized their profit and that imposed tremendous costs on everyone else. There would be no incentive whatsoever for them to do anything else.",0
856,"I agree with you, comrade author. I also think that it is civilization that turns men into women. I have an example. In cities like Moskow or St. Petersburgh sometimes you can't gistinguish men from women. But not in the province. The harder our life the more manly men become. So don't rush for small comforts, for more easy living. Be more hard on youself, so you won't be crashed by life's storms.",0
857,"The fact that marijuana is vastly less harmful than alcohol or tobacco is completely ignored. If this guy was serious about health, he would call for alcohol prohibition. Why is alcohol okay? Because it's the drug of choice for white men. So he wants to live in a country where less harmful options to alcohol are illegal and those laws are enforced by judges and prosecutors who drink martinis to celebrate. Love this guy.",0
858,"I had an intervention-free hospital birth with my first daughter and a home water birth with my second daughter. Women have been giving birth since the dawn of time. Why would we think that we need to be in a hospital, surrounded by strange germs, impersonal nurses/obs when we could be in our own home trusting the power of our body. It is time women learn to trust in their bodies, stay low risk through diet and exercise, and research research research. We do not have to be afraid of what our bodies were made to do. With the supervision of an experienced midwife, trained in natural birth, home births are safer than hospital births.",1
859,"Once standards in culture, entertainment and politics are debased, it's much easer for media conglomerates to take advantage of this to rake in more profits. People don't know any better, so they don't have the standards any more to judge quality. The entertainment or media product can be easily assembled without real talent. This goes for our politics too, where the most outrageous platforms are offered to voters, in the expectation that these garbage proposals will get a candidate elected. What are being elected are junk candidates, but many voters don't realize it. They have often voted against their own interests, as has been widely noted. Once junk seems normalized, it's not called junk anymore.",1
860,"I can't help but wonder how many of these problems might have been fixed if the Republicans in Congress had made a legitimate effort to help fix them, rather than devoting all of their efforts to throwing up roadblocks and trying to defund it. It's really hard to build something when you have to deal with someone else trying to tear it down at the same time.",1
861,"I encourage everyone to read Jennifer Pozner's outstanding book on this subject, REALITY BITES BACK. I also respectfully disagree with the comment just above. In my view, it is VERY important that strong criticisms are raised regarding everything that is sexist, misogynistic, racist, and otherwise problematic about any and every element of both mass culture and elite culture. Saying '... why don't we stop watching it?' isn't enough.",0
862,"I have a PhD in a physical science and received my undergraduate degree at a women's college as did most women of my generation with a degree in a physical science. My school actively promoted me going on to graduate school. 100% of the women my senior class in chemistry went on to graduate school. This is the legacy of a women's college. The women who went to co-ed institutions told stories of harassment in the classroom and labs and found it difficult to obtain letters of recommendation let alone counseling and active support. Men in my graduate school were given forms for grants and scholarships while women were told they were a lost cause as the expectation was that they would soon marry and drop out. I don't think times have changed that much as I'm still one of a handful of women in my field and I'm not seeing a younger generation of women participating. BTW, I went to Mt. Holyoke College.",0
863,"Sure, minor medical ailments, including lacerations, can heal with basic first aid and no involvement of medical professionals. These two examples provide a ridiculous justification for allowing children to die from untreated curable illnesses. If mature adults chose that fate for themselves, so be it. An anecdote like this has no place in a sensible and educated debate on the benefits of established medical care for children and the greater good of societies, particularly when your choice of not to vaccinate is harmful to someone else's child. Ignorance may be bliss, but is is also deadly.",0
864,Monopolies as monopolies are always dangerous which is why when one is permitted it must be under the tight control of the government and it must be by law committed to the betterment of the customer's interests and those of the public. Once a monopoly is permitted it is no longer a typical corporations competing with others. It is by definition the only place that a consumer can turn for that product or service thus its power to abuse that situation is massive and must be strictly controlled. It's price structure cannot be allowed to be government only by the corporations interests and the way it conducts its business must be a matter of public scrutiny. Google is no different....it has already shown its monopolistic tendencies by freezing out other content and preferring serve results thst are beneficial to it and its partners thus depriving users of intimations that may be beneficial to them. My preference would be not to allow any monopolies and to break up any that occur through mergers or other corproate transactions.,1
865,"I cried when I heard about Maurice Sendak. If I had been on a date with a guy and he'd welled up over Maurice, it would not have thrown me off. If anything, I would have found it a little hot, in that 'let's-cheer-each-other-up-by-snuggling-together-naked' kind of way.",1
866,"Dual citizenship is a sign of the times, and a good one. It means people can reach beyond borders, live with others of a different culture in peace and increase the understanding between the world's cultures, religions etc. The notion that people should be beholden to a country is old-fashioned. A country in the end is just a piece of land between borders. What matters - and what keeps a country viable - are the values a country stands for. No piece of paper is going to change someone's allegiance in times of peace or war. Even Americans, when fighting in wars, always herald higher goals than mere defense of their country. It's about freedom, human rights and democracy. Those are values shares by the citizens of most countries in the world.",1
867,More mess for the 1st world while everyone else struggles for food & shelter. I wonder how much of our commercial stuff ends up in landfills within a year or two (easily ascertained); just add the thrown out consumer generated stuff. Soon we'll be able to walk to the moon. Come on big asteroid!,0
868,"What are these ' certain standards of responsibility and commitment?' I can only recall an age requirement. And why is it that conservatives always want a big government program to restrict individual liberty? Any idea of the cost providing each ex-con a review to determine if they have reformed enough to vote? People even current convicts should be allowed, yea encouraged, to vote or we do not have a democracy.",1
869,"I agree with the comments that Taiwan is a democracy now, and that the US needs to side with democracy in Asia. China is by all accounts still very undemocratic and is fighting the tail end of a Civil War with the Chinese Nationalists with which Taiwan had very little to do, but Taiwan's future as a free and democratic nation is now being held hostage to that Civil War. The US needs to not only make the required defense articles available to Taiwan (this helps the US economy), but also retain its forward presence so it can come to the defense of Taiwan if push comes to shove. Another thing the US can do is to gr4adually move towards normalization of relations with Taiwan, and bring it into the international community as a full and equal member. In the 1950s and 1960s we made the mistake of isolating China. Now we are making the mistake of letting Taiwan dangle in diplomatic isolation. The people in Taiwan deserve better from us.",1
870,"I grew up in Malibu and my family still lives there. I have no problem with public access to beaches, what I do have a problem with is public access with no public facilities - ie. restrooms and trashcans. I can't count the number of times my family picked up litter on the beach in front of our home or emptied the overflowing, un-maintained public trash cans at the access. The public has a right to the beach, but I'd like to think I have a right not to step off my front steps into another persons excrement. Disgusting.",1
871,"Du Pont's statements are pure poppycock. If there is a causation correlation, it is in the fact that people have to buy marijuana from a dealer--who also sells other drugs. Other than genetic disposition, that is the only correlation. How did this guy get on a New York Times panel?",0
872,"Now would be a good time to begin instituting a serious conservation program to obviate the need for whatever oil might be found off shore in the Atlantic. What's so good about more oil? It is polluting the planet to a dangerous degree, we lust for it to the extent of going to war for it. Our modern civilization runs on machines that run on it. But there are realistic alternatives that can be developed. Going after more oil instead merely perpetuates a sunk cost fallacy that says we are in too deep to try something else and further enriches a few corporations at the expense of our shared planet. The earth is a finite place and everything in it is of limited quantity. Sooner than you think we will have no choice but to explore other options. Why wait until there is a crisis?",0
873,"It is hard for me to sympathize with an article written about teachers, not students. Schools are places of employment for teachers to educate students. Perhaps the reason that there is no evidence, as you say, is because tenure free schools have not existed. With unemployment still high, and the number of students graduating college increasing, I see no logical reason that it will make staffing schools any harder than it already has been. Teachers should serve the schools boards, and the parents associations, not themselves. The fact that an outspoken teacher may be fired could be a good thing. In higher education, where research is done, tenure certainly has a place. However, to get tenure, takes an awe inspiring mix of academic credentials, politics, and dedication. And it happens without a union. In secondary education, it takes virtually nothing as the teachers union strangles local governments. The same protections that protect other workers will protect teachers. They really don't need special treatment just because it might hurt morale. Let the experiment run its course. If it doesn't work, then we will course correct.",1
874,I don't think I would even read the Times any more if it didn't have a moderated comments section. I don't trust the reporting any more without checking the comments. I am sure the Times knows how much valuable content they are getting for free.,0
875,"After the cold war we reduced the number of agents, and the presence of the CIA. When 9/11 occurred we not only were caught very flat footed, but we did not have covert people on the ground and had to spend years putting that whole thing back together again. I think we simply rise and fall in these pendulums because we think we can do without it until we need it.",0
876,"This is a continuation of the 'birthers' who still deny Barak Obama's right to be President. At some time or another, except for Native Americans, we were all 'anchor babies'. My question is how can Republicans (many of whom are 'anchor babies') lobby to eliminate 'anchor babies' to introduce themselves into women's wombs, and to prevent young people from competing in the world economy by denying them access to science, still support 'small government'? When will a crowd arise that shouts, 'this Emperor has no clothes!'",0
877,The Israeli drumbeat of aggression against Iran is lunacy and the US would be insane to support them in that regard. All sides have said that sanctions are effective and Iran is no closer to going nuclear than Iraq was--that was the biggest fumble in US history. Netanayu had no intention of listening to any US suggestions that settlements were contrary to peace and it would be a waste of time to try to get him to back down.,0
878,I could not agree with Mr. Somins's opinion more. Without the court how long would it have taken for black children to go to school with white children? How long would it have taken for women to gain control of their bodies? How long until the LGBT could even have consensual sex in their own home? Without the Supreme Court we'd still be living in the dark ages.,1
879,"I see no reason why appropriate defensive arms shouldn't be sold to Taiwan if it wants to purchase them. And I also see no reason why the latest model F-16's shouldn't be sold to them as well. After all, Taiwan is a US ally in the region so why shouldn't we be willing to support our allies?",1
880,"Until profit-seeking sponsors parade men on stage in thongs (and what, hightops?), complete with satin sashes, plastic smiles, surgically enhanced pecs, and taped buns, and ask them stupid questions expecting stupid answers, pick Mr. Congeniality and Mr. Whatever, raise the tension till there's only two guys left, and then announce the winner and put a macho tiara (if there is such a thing) on his head as he weeps, you will be only an apologist for the most ridiculous display of inane sexism this country has ever invented.",1
881,"Having been born 'Her Majesty's Loyal Subject (albeit Colonial-hence no longer one), I would like to see Charles become King before he reaches his mother' s age. Yes, I know William is much cooler. however whatever his shortcomings, Charles does not deserve the unprecedented humiliation of being passed over after waiting patiently and loyally for over 40 years. It's just not fair. I think Charles would be a reasonably good Monarch. His biggest problem is Camilla. I'm going to be brutally honest, and expect to get some flak as a result. Dianna was undoubtedly the Queen of Hearts, a star with a capital S, gorgeous, charismatic and blessed with incredible ability for empathy. However as Eliabeth has proven beyond doubt, one does not need to be a star to be a good monarch. Camilla is no Dianna, but she is, like it or not infinitely more suited to be Queen of the Realm then Dianna could ever hope to be.",0
882,"I was glad to see some of the opinion-writers acknowledge that we really don't know the effects on individual behavior and population health of changes like the ones WalMart, New York City and others are making in food content, availability, pricing, and information. These changes -- banning trans fats, reducing sodium, posting calorie information -- are made with the best of intentions: to improve individual and population health. But if people simply eat more, or salt food by hand once it disappears from processed food, or drink GatorAde rather than soda, we really won't have made much progress. There should be a holistic, comprehensive approach, rather than piecemeal tinkering, ranging from big-farm subsidies (sugar and corn are obvious targets) to FDA regulation to consumer purchasing. Consumer education is great, but forced choice structural interventions would likely do more quickly to move us to a healthy population than consumer education would.",0
883,"Last year, the Federal Reserve Bank of New York reported that 44% of recent college graduates were employed in jobs that don't require college degrees. And about 35% of older college graduates work in jobs that don't require college degrees. About 66 percent of two-year college graduates do the same sort of work as high school graduates or high school drop outs. They are in competition not just with illegal immigrants but the U.S.-born children of illegal immigrants, most of whom enjoy racial or ethnic affirmative action preference in college admissions and federal hiring.",0
884,"I have to agree with Paul Butler. Trump is a game changer, potentially an existential threat to our democracy and our very being. As he has broken all of the rules of political and social decency, the 'correct' way to respond may no longer be the smart way. Ms. Ginsberg does us a favor i think by getting us to see that yet another important and smart American sees Donald Trump as a very dangerous man.",0
885,"Patterson and Fosse are mistaking the University of Chicago for Economics in general. The problem in policy is that in disagrees strongly, especially in Europe, with mainstream economic thought. And a major contributor to European problems, the euro, is the result of ignoring warnings from economists who study money.",1
886,"'Like Big Tobacco of yesteryear, Big Marijuana knows that it needs lifelong addicted customers to prosper. ' Marijuana is not physically addicting. Is everyone who has a beer or glass wine at the end of the day an addicted customer of 'Big Alcohol'?",1
887,"If the Koch lanes had stayed in place, NY would have developed a bike culture years ago. He quit too soon. The key is segregating bikes from cars. The cement barriers of the Koch lanes would have defined the boundaries and let everyone know where they belonged and did not belong. Establishing bike only cross town and north-south streets would tick off motorists, but certainly create safer transportation. It is time for change. Cyclists need to be as accountable as cab drivers when they do stupid, and the rest of us need to learn how to deal with positive change.",0
888,I'm not sympathetic to felons but there are many with essentially minor possession convictions who are felons for no good reason. Any attempt to exclude felons has to take the deeply racist nature of drug enforcement into account. Aside form that sticking point I don't believe that felons should vote.,0
889,I don't think the drug reform or criminal justice reform movements would be where they are right now if not for the power of online comments. The media status quo have in the past supported the Drug War without question and played respectability politics to keep drug reform arguments out of the public eye. That's one of the things that got us into mass incarceration in the first place. A big reason why we are moving out of that period now is because various people outside the media elite who have their facts together on drug and criminal justice reform were able to use comments sections to communicate arguments about race and drug enforcement and criminal justice policy that the media status quo wasn't ready to play in prime time. This wound up educating the media status quo and now the way the media cover drug policy has changed completely. This is a victory for democracy and for online comments.,0
890,"Activists run for elected office and are elected frequently, and they advocate for their causes just like every politician advocates for something. They usually accomplish their purposes and sometimes what they introduce actually remains after they leave office. As public servants they tend to be focused upon their core constituents and their core issues and tend to trivialize the concerns which do not relate to them. They really feel that the day to day concerns of people who they formally represent but really do not wish to bother worrying about do not matter or can be ignored as they follow their passions. One of the reasons that so many people feel alienated by politicians is the way local politicians are preoccupied with causes and special interests.",1
891,"I wholeheartedly disagree with the author's assumption 'They [pageants] are essentially moneymaking machines fueled by female insecurity and submission.' If she had thoroughly done her research, she would have realized those of us who competed in pageants (My first pageant was at 17, and then not again until age 25) were and continue to be in the driver's seat as it relates to achieving the goals for our lives. I had a plan in place when I was competing, which has evolved and continues today in every aspect of my life. As Miss Maine 1990, competing at the local, state levels and then at Miss America opened the door to many opportunities. Never was I made to feel my success was a result of participation in a 'moneymaking machine'. As for 'female insecurity', every person during their lifetime - male or female experiences insecurity - whether it be at five, 25 or 75 years old...you cannot tell me the author has not experienced this in some type of setting. Cont'd. in successive posts...see below.",0
892,I would actually repeat any comment I have made online in person- and I have some very harsh critical opinions- but it is impossible to have a critical comment on a subject without someone being offended and flagging the comment and having it removed- for example ANY criticism towards Israel or zionism is immediately flagged and removed- is seems that Israel supporters have the thinnest skin when criticized!,1
893,"In our 40 and some years of marriage, we have had 9 cats, and declawed all of them. Our cats are strictly indoor cats and most of them have lived 10 plus years (One even lived to 20!) without any of the behavioral problems described in this article. Our first cat destroyed our furniture and did not respond to all the behavior modification hints in these articles. If people are not allowed to declaw, I fear even more cats will be euthanized. We love our cats, and I don't think declawing them was an awful thing.",0
