,claim,text,label
2083,Newspapers Are a Thing of the Past,Newspapers use valuable resources in production whereby the internet does not.,1
2084,Newspapers Are a Thing of the Past,"In the internet age immediacy is everything, newspapers can often contain out of date information by the time they hit the shelves.",1
2085,Newspapers Are a Thing of the Past,Newspapers are too slow to keep up with the flow of news.,1
2086,Newspapers Are a Thing of the Past,Immediately the internet picks up news and the newspaper has to wait for the next publication to report it.,1
2087,Newspapers Are a Thing of the Past,The balance of analysis and relevancy is better struck by newspapers,0
2088,Developing nations should place restrictions on rural-urban migration,The government has a right to make decisions in the best interest of the people,1
2089,Developing nations should place restrictions on rural-urban migration,It is government's responsibility to work for the betterment of the people,1
2090,Developing nations should place restrictions on rural-urban migration,The government must make decisions about what is best for the people,1
2091,Developing nations should place restrictions on rural-urban migration,It is practically impossible to control people's movement,0
2092,Developing nations should place restrictions on rural-urban migration,The movement of people cannot practically be controlled,0
2093,Developing nations should place restrictions on rural-urban migration,Rural life is miserable and has higher mortality rates than cities,0
2094,Developing nations should place restrictions on rural-urban migration,"Despite increased mortality and a depressing lifestyle, rural-urban migration must be controlled to prevent rapid urbanisation and disruption of the economy",0
2095,Developing nations should place restrictions on rural-urban migration,Restrictions on migration would benefit people in the cities economically and socially,1
2096,Developing nations should place restrictions on rural-urban migration,City-dwellers are best off economically and socially when emigration to cities is restricted,1
2097,Developing nations should place restrictions on rural-urban migration,Restrictions cause an incredible loss of potential,0
2098,Developing nations should place restrictions on rural-urban migration,"The governments of developing nations want to impose restrictions to control rural-urban migration, but these restrictions can shut out significant potential for improved quality of life for many rural citizens living in poverty",0
2099,Developing nations should place restrictions on rural-urban migration,"If developing nations place restrictions on rural-urban migration, the potential for poor rural citizens to improve their quality of life will be lost in these regulations. ",0
2100,Should the United States increase the foreign aid budget?,Foreign aid benefits the United States,1
2101,Should the United States increase the foreign aid budget?,The United States has much to gain from giving Foreign Aid.,1
2102,Should the United States increase the foreign aid budget?,Foreign aid is something that benefits the United States if it engages in it.,1
2103,Should the United States increase the foreign aid budget?,Aid benefits National Security,1
2104,Should the United States increase the foreign aid budget?,One of the benefits of Foreign Aid is that it also improves National Security.,1
2105,Should the United States increase the foreign aid budget?,"To improve National Security, the US should engage more often in Foreign Aid.",1
2106,Should the United States increase the foreign aid budget?,Violation of Sovereignty ,0
2107,Should the United States increase the foreign aid budget?,Aiding foreign journalists in the evasion of censorship is a violation of sovereignty.,0
2108,Should the United States increase the foreign aid budget?,Concealing online activities undermines a sovereign government.,0
2109,Social networking sites are good for our society,Social media can lead to stress and offline relationship problems.,0
2110,Social networking sites are good for our society,Social media sites often lead to relationship problems and other stress in real life.,0
2111,Social networking sites are good for our society,Social media has been linked to stress and problems in personal relationships in the real world.,0
2112,Social networking sites are good for our society,"""Crowdsourcing"" and ""crowdfunding"" on social media allows people to collectively accomplish a goal.",1
2113,Social networking sites are good for our society,"People can come together to accomplish a goal through ""crowdsourcing"" and ""crowdfunding"" on social media websites.",1
2114,Social networking sites are good for our society,"""Crowdsourcing"" and ""crowdfunding"" via social media, allows people to assist in a worthy cause.",1
2115,Social networking sites are good for our society,Much time can be wasted on social networking sites.,0
2116,Social networking sites are good for our society,Social networking sites are a massive time drain.,0
2117,Social networking sites are good for our society,Social media can entice people to waste time.,0
2118,Social networking sites are good for our society,Social media tends to have people getting too immersed in it.,0
2119,Social networking sites are good for our society,Employees should not waste time on social networking sites. ,0
2120,Social networking sites are good for our society,Using social networking sites at workplaces wastes valuable amount of work-time. ,0
2121,Social networking sites are good for our society,Soicial Networking Sites are a Time-Waster,0
2122,Social networking sites are good for our society,Using social media can harm students' chances for college admission.,0
2123,Social networking sites are good for our society,Social media use can harm students' chances to be admitted to colleges,0
2124,Social networking sites are good for our society,Social media can damage students' chances of admission to colleges,0
2125,Social networking sites are good for our society,"Social media allows for quick, easy dissemination of public health and safety information from reputable sources.",1
2126,Social networking sites are good for our society,Health and safety officers can quickly and easily provide important information to the public when needed.,1
2127,Social networking sites are good for our society,The public has a reliable source of essential public health and safety information through their social media accounts.,1
2128,Social networking sites are good for our society,Children may endanger themselves by not understanding the public and viral nature of social media.,0
2129,Social networking sites are good for our society,There are many people who are endangering their future with social media.,0
2130,Social networking sites are good for our society,Social media sites help students do better at school.,1
2131,Social networking sites are good for our society,Using social media can improve students grades,1
2132,Social networking sites are good for our society,students grades have gone up from social media,1
2133,Social networking sites are good for our society,Students do better using social media sites.,1
2134,Social networking sites are good for our society,Social media offers students a chance to do better in school.,1
2135,Social networking sites are good for our society,Social media spreads information faster than any other media.,1
2136,Social networking sites are good for our society,Social media allows people to improve their relationships and make new friends.,1
2137,Social networking sites are good for our society,social media help people find friends,1
2138,Social networking sites are good for our society,people who may not have many friends can use social media to get more,1
2139,Social networking sites are good for our society,People can improve relationships and make new friends with social media.,1
2140,Social networking sites are good for our society,Making new friends and improving relationships is a perk of social media.,1
2141,Social networking sites are good for our society,Social media sites' advertising practices may constitute an invasion of privacy.,0
2142,Social networking sites are good for our society,Social media sites' advertising practices might invade peoples' privacy.,0
2143,Social networking sites are good for our society,Social media sites can have advertising practices that are an invasion to privacy.,0
2144,Social networking sites are good for our society,Social media helps empower business women.,1
2145,Social networking sites are good for our society,business women can improve their life by social media,1
2146,Social networking sites are good for our society,Business women are empowered through social media.,1
2147,Social networking sites are good for our society,Social media allows business women to flourish.,1
2148,Social networking sites are good for our society,"Social media can endanger the military, journalists, and activists.",0
2149,Social networking sites are good for our society,"Social media can bring harm to groups such as the military, journalists and activists.",0
2150,Social networking sites are good for our society,"There is a danger that social media can bring to the military, journalists and activists.",0
2151,Social networking sites are good for our society,Social media can facilitate inappropriate student-teacher relationships.,0
2152,Social networking sites are good for our society,Social media can cause inappropriate student-teacher relations.,0
2153,Social networking sites are good for our society,Social media can start inappropriate student-teacher problems.,0
2154,Social networking sites are good for our society,Social media sites help employers find employees and job-seekers find work.,1
2155,Social networking sites are good for our society,When looking for a job social media can help,1
2156,Social networking sites are good for our society,employers can search social media for new empolyees,1
2157,Social networking sites are good for our society,Job-seekers may find work with social media sites.,1
2158,Social networking sites are good for our society,Social media helps job-seekers connect with employers,1
2159,Social networking sites are good for our society,Social media can help disarm social stigmas.,1
2160,Social networking sites are good for our society,Social media can help alleviate the shunning of the socially marginalized.,1
2161,Social networking sites are good for our society,Social media can be a tool in the fight against social discrimination.,1
2162,Social networking sites are good for our society,Social media allows for rapid communication during crisis events.,1
2163,Social networking sites are good for our society,Social media facilitates quick and easy contact during times of crisis.,1
2164,Social networking sites are good for our society,Social media is useful in times of emergencies as it enables instant contact.,1
2165,Social networking sites are good for our society,"Unauthorized sharing on social media exposes artists to copyright infringement, loss of intellectual property, and loss of income.",0
2166,Social networking sites are good for our society,"Sharing on social media without permission can expose artists to copyright infringement, loss of intellectual property, and income loss",0
2167,Social networking sites are good for our society,"Unauthorized sharing on social media sites can lead to artists being infringed on their copyrights, loss of intellectual property, and income loss",0
2168,Social networking sites are good for our society,Social media helps people who are socially isolated or shy connect with other people.,1
2169,Social networking sites are good for our society,Those who are more shy and introverted can connect with others through social media.,1
2170,Social networking sites are good for our society,A bashful individual can fulfill his or her social needs through social media.,1
2171,Social networking sites are good for our society,Social media increases voter participation.,1
2172,Social networking sites are good for our society,Getting the word out about how to vote on social media gives more people the chance to participate. ,1
2173,Social networking sites are good for our society,Social media helped to motivate people to get out and vote. ,1
2174,Social networking sites are good for our society,Social media is good for the economy.,1
2175,Social networking sites are good for our society,If you need a local part-time job than post it to social media.  ,1
2176,Social networking sites are good for our society,Social media helps small businesses find talented workers.  ,1
2177,Social networking sites are good for our society,Social media offers teachers a platform for collaboration with other teachers and communication with students outside the classroom.,1
2178,Social networking sites are good for our society,Teachers are able to collaborate with one another using social media.,1
2179,Social networking sites are good for our society,Social media harms employees' productivity.,0
2180,Social networking sites are good for our society,Employees are constantly losing their focus due to social media.,0
2181,Social networking sites are good for our society,Social media posts cannot be completely deleted and all information posted can have unintended consequences.,0
2182,Social networking sites are good for our society,Social media posts can't be deleted permanently and the information that is posted can have unintended consequences.,0
2183,Social networking sites are good for our society,Social media posts are not able to be completely deleted and all the information that was posted can have unintended consequences.,0
2184,Social networking sites are good for our society,It is easy to act in an inappropriate manner with electronic communications.,0
2185,Social networking sites are good for our society,Electronic communication facilitates sexual misconduct. ,0
2186,Social networking sites are good for our society,"Social media enables ""sexting,"" which can lead to criminal charges and the unexpected proliferation of personal images.",0
2187,Social networking sites are good for our society,Many young people talk sexually through social media.,0
2188,Social networking sites are good for our society,"If you are not careful, sexting can be a start of criminal activity.",0
2189,Social networking sites are good for our society,Social media helps senior citizens feel more connected to society.,1
2190,Social networking sites are good for our society,The elderly do not feel alienated from society when they are on social media.,1
2191,Social networking sites are good for our society,"Being active on social media, helps seniors feel more involved in society at large.",1
2192,Social networking sites are good for our society,Social media lacks privacy and exposes users to government and corporate intrusions.,0
2193,Social networking sites are good for our society,A potential drawback of social media on societies is that it opens users up to privacy invasions by government and private entities.,0
2194,Social networking sites are good for our society,Social media enables government and business interests to invade the privacy of its users.,0
2195,Social networking sites are good for our society,Social media enables the spread of unreliable and false information.,0
2196,Social networking sites are good for our society,Social media allows for the rapid dissemination of untrue data.,0
2197,Social networking sites are good for our society,One drawback of social media is that it quickly facilitates the spread of rumors and falsities. ,0
2198,Social networking sites are good for our society,Social media causes people to spend less time interacting face-to-face.,0
2199,Social networking sites are good for our society,When people use social media they tend to reduce their personal face-to-face  time with others.,0
2200,Social networking sites are good for our society,"Using social media takes time away from real, in-person interaction.",0
2201,Social networking sites are good for our society,Social media offers a way for musicians and artists to build audiences even if they don't have a corporate contract.,1
2202,Social networking sites are good for our society,Those in the arts can increase their audience using social media.,1
2203,Social networking sites are good for our society,More educational resources can be made available through social media.,1
2204,Social networking sites are good for our society,"Social media provides academic research to a wider audience, allowing many people access to previously unavailable educational resources.",1
2205,Social networking sites are good for our society,Social media can be powerful educational resources. ,1
2206,Social networking sites are good for our society,Social medica can act as an educational tool.,1
2207,Social networking sites are good for our society,Social media facilitates cyberbullying.,0
2208,Social networking sites are good for our society,Many people use social media to bully people.,0
2209,Social networking sites are good for our society,Social media enables people to bully others online.,0
2210,Social networking sites are good for our society,Being a part of a social media site can increase a person's quality of life and reduce the risk of health problems.,1
2211,Social networking sites are good for our society,Social media can help a person connect with people to alleviate depression. ,1
2212,Social networking sites are good for our society," Social media is good for people who want to interact, but have social anxiety in person.  ",1
2213,Social networking sites are good for our society,Students who are heavy social media users tend to have lower grades.,0
2214,Social networking sites are good for our society,"Among students, heavy social media usage is correlated with lower grades. ",0
2215,Social networking sites are good for our society,Social media allows people from around the USA to gather together to discuss political ideas and make change.  ,1
2216,Social networking sites are good for our society,Social media facilitates political change.,1
2217,Social networking sites are good for our society,Social media sites empower individuals to make social change and do social good on a community level.,1
2218,Social networking sites are good for our society,Social media sites have helped people raise money for medical procedures.  ,1
2219,Social networking sites are good for our society,The use of social media is correlated with personality and brain disorders.,0
2220,Social networking sites are good for our society,There are some personality and brain disorders that appear to connect to social media usage.,0
2221,Social networking sites are good for our society,Corporations and small businesses use social media to benefit themselves and consumers.,1
2222,Social networking sites are good for our society,Social media is beneficial to corporations and businesses.,1
2223,Social networking sites are good for our society,Colleges and universities use social media to recruit and retain students.,1
2224,Social networking sites are good for our society,Students can be recruited to universities through social media.,1
2225,Social networking sites are good for our society,Social media is often used by higher education to find new students.,1
2226,Social networking sites are good for our society,Law enforcement uses social media to catch and prosecute criminals.,1
2227,Social networking sites are good for our society,Social media can help prosecute criminals,1
2228,Social networking sites are good for our society,Social media allows law enforcement to catch and prosecute criminals.,1
2229,Social networking sites are good for our society,Criminals can be caught using social media.,1
2230,Social networking sites are good for our society,Social media aids the spread of hate groups.,0
2231,Social networking sites are good for our society,Hate groups use social media to get their message out there.,0
2232,Social networking sites are good for our society,Many individuals report to have seen some groups of hate using social media.,0
2233,Social networking sites are good for our society,Criminals use social media to commit and promote crimes.,0
2234,Social networking sites are good for our society,Social media has been found to be used for criminal activity.,0
2235,Social networking sites are good for our society,Criminals can use social media to commit crimes.,0
2236,We must have a criminal DNA database,"DNA testing is fallible, and therefore should not be used as the basis of convictions",0
2237,We must have a criminal DNA database,"DNA testing isn't 100% accurate, so it shouldn't be used to convict people.",0
2238,We must have a criminal DNA database,People shouldn't be convicted based on DNA evidence because it's not always accurate.,0
2239,We must have a criminal DNA database,DNA evidence would reduce the risk of wrongful conviction,1
2240,We must have a criminal DNA database,Wrongful convictions can be reduced through DNA evidence.,1
2241,We must have a criminal DNA database,DNA evidence can lower the chance that a wrongful conviction happens.,1
2242,We must have a criminal DNA database,A DNA database would reduce the time spent tracking down suspects,1
2243,We must have a criminal DNA database,Time spent tracking down suspects can be reduced with a database of DNA.,1
2244,We must have a criminal DNA database,Creating a database for DNA can help expedite the process of tracking down suspects.,1
2245,Advertising is harmful,Advertising helps us choose between different goods.,0
2246,Advertising is harmful,Advertisements try to make people feel bad about not having the product,1
2247,Advertising is harmful,Advertising reduces consumers self-esteem.,1
2248,Advertising is harmful,Advertisements are an attempt to brainwash customers.,1
2249,Advertising is harmful,Ads can sway customers uneccassarily one way or the other.,1
2250,Advertising is harmful,Ads can be immoral and need to be limited.,1
2251,Advertising is harmful,There are too many advertisements in everyday life.,1
2252,Advertising is harmful,There are too many ads everywhere you look.,1
2253,Advertising is harmful,Advertisements promote healthy products and lifestyles.,0
2254,Advertising is harmful,Advertising is a powerful medium to communicated about healthy lifestyles.,0
2255,Advertising is harmful,Advertisements tell children that they should have everything they want.,1
2256,Endangered species should be protected,"The term ""endangered"" is inconsistently applied",0
2257,Endangered species should be protected,Protecting endangered species protects the interests of humans,1
2258,Endangered species should be protected,The interests of humans are protected when endangered species are protected.,1
2259,Endangered species should be protected,Endangered species protection also protects  the interests of humans.,1
2260,Endangered species should be protected,Human rights trump those of lower animals,0
2261,Endangered species should be protected,Human rights are more important that the rights of lower animals.,0
2262,Endangered species should be protected,The rights of lower animals are trumped by the rights of humans.,0
2263,Gay marriage should be legal,Marriage is for procreation and should not be extended to same-sex couples because they cannot produce children together. ,0
2264,Gay marriage should be legal,"Legalizing gay marriage often leads to an end to domestic partnership benefits for gay and straight couples, which disadvantages couples who choose not to get married. ",0
2265,Gay marriage should be legal,If gay couples don't get married it means they lose benefits through the legalization of gay marriage.,0
2266,Gay marriage should be legal,Allowing gay couples to wed could further weaken the institution of marriage. ,0
2267,Gay marriage should be legal,The institution of marriage has been weakened in recent years and allowing gay marriage will only further damage an already crumbling institution.,0
2268,Gay marriage should be legal,Gay marriage will not be a positive boost to the institution of marriage.,0
2269,Gay marriage should be legal,Same-sex marriage is a civil right. ,1
2270,Gay marriage should be legal,Our constitution  is based on the idea that all people are equal and thus getting married is a civil right. ,1
2271,Gay marriage should be legal,People have fought for civil rights and same sex marriage is a civil right. ,1
2272,Gay marriage should be legal,Denying some people the option to marry is discriminatory and creates a second class of citizens. ,1
2273,Gay marriage should be legal,"Marriage is an outmoded, oppressive institution that should be weakened, not expanded. ",0
2274,Gay marriage should be legal,Marriage is not something we should encourage or support.,0
2275,Gay marriage should be legal,"Legalizing gay marriage could lead down a ""slippery slope,"" giving people in polygamous, incestuous, bestial, and other nontraditional relationships the right to marry. ",0
2276,Gay marriage should be legal,There are many types of marriage which are innaporpoate and dangerous which may be allowed if gay marriage is legalized. ,0
2277,Gay marriage should be legal,"Legalizing gay marriage is a stepping stone toward disgusting and harmful marriage practices such as incestuous, bestial and child marriages. ",0
2278,Gay marriage should be legal,"Legalizing gay marriage advances the ""homosexual agenda"" and unfairly paints opponents as bigots. ",0
2279,Gay marriage should be legal,Those against gay marriage are called names if gay marriage is legalized.,0
2280,Gay marriage should be legal,Legalizing marriage by gays leads to the oppression of those who are against the practice.,0
2281,Gay marriage should be legal,Gay marriage is protected by the US Constitution's commitments to liberty and equality. ,1
2282,Gay marriage should be legal,The institution of marriage has traditionally been defined as being between a man and a woman. ,0
2283,Gay marriage should be legal,"The concept of ""traditional marriage"" has changed over time, and the definition of marriage as always being between one man and one woman is historically inaccurate. ",1
2284,Gay marriage should be legal,"The idea of a ""traditional marriage"" is a modern convention and has not remained static over the centuries. ",1
2285,Gay marriage should be legal,"There is no historical basis for believing so called ""traditional marriages"" have been changeless over the centuries. ",1
2286,Gay marriage should be legal,Many religious leaders and churches support gay marriage and say it is consistent with scripture. ,1
2287,Gay marriage should be legal,There is much debate about gay marriage but many religious leaders are in support of it regardless. ,1
2288,Gay marriage should be legal,"Even though a vocal group of religious people disagrees with gay marriage, there is a growing number of religious leaders who support it and can back up their opinions with scripture. ",1
2289,Gay marriage should be legal,Legal marriage is a secular institution that should not be limited by religious objections to same-sex marriage. ,1
2290,Gay marriage should be legal,Religion does not have power over marriage and it should not be limited to heterosexual marriage based on that religion. ,1
2291,Gay marriage should be legal,"As a secular institution, marriage can not be limited to heterosexuals only based on religious ideals. ",1
2292,Gay marriage should be legal,"Marriage provides both physical and psychological health benefits, and banning gay marriage increases rates of psychological disorders. ",1
2293,Gay marriage should be legal,"If gay marriage is banned, there is likely to be increased rates of psychological disorders. ",1
2294,Gay marriage should be legal,We can reduce the prevalence of psychological disorders in the gay community by allowing gay marriage. ,1
2295,Gay marriage should be legal,"Gay marriage is contrary to the word of God and is incompatible with the beliefs, sacred texts, and traditions of many religious groups. ",0
2296,Gay marriage should be legal,God condemns gay marriage in the Bible and it is not supported by a lot of churches. ,0
2297,Gay marriage should be legal,Same sex couple should have the same rights as heterosexual couples,1
2298,Gay marriage should be legal,Who says who can marry and who can't,1
2299,Gay marriage should be legal,Marriage is an internationally recognized human right for all people. ,1
2300,Gay marriage should be legal,All people have the right to marry.,1
2301,Gay marriage should be legal,"Legalizing gay marriage will not harm the institution of marriage, and same-sex marriages may even be more stable than heterosexual marriages. ",1
2302,Gay marriage should be legal,The institution of marriage cannot be harmed by giving more people the freedom to marry and it may become the case that heterosexual marriage is less stable than same-sex marriage. ,1
2303,Gay marriage should be legal,Same-sex marriage may have a lower divorce rate than heterosexual marriage proving once and for all that gay marriage is good for the institution of marriage. ,1
2304,Gay marriage should be legal,Same-sex couples should have access to the same benefits enjoyed by heterosexual married couples. ,1
2305,Gay marriage should be legal,Same-Sex marriages should have the same legal protections as regular marriages.,1
2306,Gay marriage should be legal,"Gay marriages can bring financial gain to federal, state, and local governments and can help boost the economy. ",1
2307,Gay marriage should be legal,There are economic advantages for states to approve gay marriages. ,1
2308,Gay marriage should be legal,The economy of states can be boosted by allowing same-sex marriages. ,1
2309,Gay marriage should be legal,"Two people who want to get married should be able to, no matter their sexuality. ",1
2310,Gay marriage should be legal,Homosexuals should have the same rights as straight people.,1
2311,Gay marriage should be legal,Heterosexuals shouldn't enjoy greater rights than homosexuals.,1
2312,Gay marriage should be legal,Same sex couple should have the same rights as heterosexual couples,1
2313,Gay marriage should be legal,Marriage is an internationally recognized human right for all people. ,1
2314,Gay marriage should be legal,Gay people should have the same human rights as Heterosexuals,1
2315,Gay marriage should be legal,Who says who can marry and who can't,1
2316,Gay marriage should be legal,All people have the right to marry.,1
2317,Gay marriage should be legal,It Would Cause controversy in religious countries such as Ireland and Italy,0
2318,Gay marriage should be legal,Homosexuals would Change the Institution of Marriage for the Better,1
2319,Gay marriage should be legal,Gay marriage would improve all marriages.,1
2320,Gay marriage should be legal,Nature Suggests That Same Sex Marriage is Illogical,0
2321,Gay marriage should be legal,From a logical standpoint same sex marriage is illogical.,0
2322,We should be investing in public transport,businesses need transport to remain cost efficient; we need good business to get out of the recession,1
2323,We should be investing in public transport,Public transport helps keep business profitable,1
2324,We should be investing in public transport,Investing in transport means investing in the businesses that will get us out of the recession,1
2325,We should be investing in public transport,The commercial community relies upon quality transportation infrastructure to function efficiently.,1
2326,We should be investing in public transport,"Economic stability and growth is assisted by a strong, economically viable transport network.",1
2327,We should be investing in public transport,"the recession will go, our public transport will remain",1
2328,We should be investing in public transport,"Even after the recession, there will still be public transit needs",1
2329,We should be investing in public transport,it is the only way to stop our lazy nation from driving,1
2330,We should be investing in public transport,It will stop lazy people from driving everywhere.,1
2331,We should be investing in public transport,it is the environmentally friendly thing to do,1
2332,We should be investing in public transport,Public transport is more green.,1
2333,We should be investing in public transport,It is better for the environment.,1
2334,We should be investing in public transport,Will encourage people not to drive,0
2335,We should be investing in public transport,People will use alternatives to driving.,0
2336,We should be investing in public transport,People will drive less.,0
2337,The UN should be reformed or replaced,Reform would never be agreed upon.,0
2338,The UN should be reformed or replaced,UN reform is almost impossible to be agreed on.,0
2339,The UN should be reformed or replaced,The UN needs a new approach with complete reform and replacement.,0
2340,The UN should be reformed or replaced,it would be impossible to find agreement for reform,0
2341,The UN should be reformed or replaced,reform would not be agreed upon,0
2342,The UN should be reformed or replaced,":  Main purpose of UN, to prevent war, has clearly not been achieved. ",0
2343,The UN should be reformed or replaced,The UN has performed a valuable service in preventing wars and in peacekeeping. ,1
2344,The UN should be reformed or replaced,UN is keeping its mission for peace,1
2345,The UN should be reformed or replaced,The UN has done a great job with preventing wars ,1
2346,The UN should be reformed or replaced,The UN does good at maintaining peace,1
2347,Parents of obese children be prosecuted with neglect,Children can access food without their parents knowledge,0
2348,Parents of obese children be prosecuted with neglect,Some study's suggest that obesity may be more linked to your genes than your lifestyle,0
2349,Parents of obese children be prosecuted with neglect,It is possible that genes affect obesity more than personal lifestyle.,0
2350,Parents of obese children be prosecuted with neglect,Genetics make a difference in how your body reacts to different circumstances.,0
2351,Parents of obese children be prosecuted with neglect,Ignoring the countless warnings about the dangers surrounding obesity is neglect and neglecting a child is a prosecutable offence,1
2352,Personality is more important than ability,we can used diabled people as an example,1
2353,Personality is more important than ability,"Ability can change, personality can't.",1
2354,Romeo and Juliet do promote knife crime,Modern teenagers do not relate to Shakespearian plays ,0
2355,Romeo and Juliet do promote knife crime,Presentation of fictional events glamourises knife crime ,1
2356,Romeo and Juliet do promote knife crime,Fiction glorifies violence.,1
2357,Romeo and Juliet do promote knife crime, Social learning theory supports such a correlation ,1
2358,Romeo and Juliet do promote knife crime,It does not focus on moral condemnation of the couple but of passion of love,0
2359,Targeted sanctions have to be used to respond to cyber-attacks,There needs to be action to deter more cyber attacks,1
2360,Targeted sanctions have to be used to respond to cyber-attacks,Sanctions are indiscriminate,0
2361,Targeted sanctions have to be used to respond to cyber-attacks,Sanctions won't work,0
2362,Targeted sanctions have to be used to respond to cyber-attacks,Sanctions will prevent escalation in cyber conflict,1
2363,Targeted sanctions have to be used to respond to cyber-attacks,Sanctions require international agreement to be effective,0
2364,Targeted sanctions have to be used to respond to cyber-attacks,Sanctions are a proportionate response,1
2365,Capitalism is creating an expanding gap between the rich and the poor,It is those who do not work who reap the rewards from those who do,1
2366,The people's republic of China should abandon the one-child policy,The one child policy is needed for population control,0
2367,The people's republic of China should abandon the one-child policy,Single child families are economically efficient,0
2368,The people's republic of China should abandon the one-child policy,One child benefits women,0
2369,Russia has the right to send troops into Crimea,Any cross border troop movements are a violation of sovereignty,0
2370,Russia has the right to send troops into Crimea,Need to protect Russian civilians,1
2371,Russia has the right to send troops into Crimea,Russian civilians need to be protected,1
2372,Russia has the right to send troops into Crimea,Russia has a need to protect civilians,1
2373,Russia has the right to send troops into Crimea,Necessary response to an illegal coup,1
2374,Russia has the right to send troops into Crimea,It is a necessary response to an illegal coup,1
2375,Russia has the right to send troops into Crimea,To an illegal coup is a necessary response,1
2376,Russia has the right to send troops into Crimea,Russia should negotiate with the new government,0
2377,Marriage is an outdated institution,Unreasonable commitment to expect of people,1
2378,Marriage is an outdated institution,Marriage should not be expected.,1
2379,Marriage is an outdated institution,This level of commitment is unreasonable to expect.,1
2380,Marriage is an outdated institution,Expectations of people is an commitment that is unreasonable. ,1
2381,Marriage is an outdated institution,Marriage promotes a better way to raise children,0
2382,Marriage is an outdated institution,It's better to raise children within a marriage.,0
2383,Marriage is an outdated institution,Marriage represents a legal bond which protects both parties in a relationship,0
2384,Marriage is an outdated institution,Marriage is a legal contract with protections for both parties.,0
2385,Marriage is an outdated institution,Marriage provides protection to both parties in the form of legal protection.,0
2386,Marriage is an outdated institution,Marriage is an important institution to religious people,0
2387,Marriage is an outdated institution,Marriage  is  an important religious aspect to some couples.,0
2388,Marriage is an outdated institution,Those who are observant religiously think that marriage is important.,0
2389,UK should have a second Brexit referendum before leaving the EU,Britain should honour the 2016 vote,0
2390,UK should have a second Brexit referendum before leaving the EU,The 2016 vote in Britain should be upheld. ,0
2391,UK should have a second Brexit referendum before leaving the EU,Britain should implement the vote in 2016. ,0
2392,UK should have a second Brexit referendum before leaving the EU,A referendum could not provide the nuanced policy the UK needs,0
2393,UK should have a second Brexit referendum before leaving the EU,"Even though the UK needs it , a direct vote couldn't provide the subtle policy. ",0
2394,UK should have a second Brexit referendum before leaving the EU,A referendum couldn't produce the nuanced policy that the UK needed. ,0
2395,UK should have a second Brexit referendum before leaving the EU,There is no time to hold a second referendum,0
2396,UK should have a second Brexit referendum before leaving the EU,We are out of time to hold a second referedum. ,0
2397,UK should have a second Brexit referendum before leaving the EU,There is no time left to have a second direct vote. ,0
2398,UK should have a second Brexit referendum before leaving the EU,Other countries have had second referendums ,1
2399,UK should have a second Brexit referendum before leaving the EU,Other countries have had second popular votes. ,1
2400,UK should have a second Brexit referendum before leaving the EU,Second referendums have been done in other countries. ,1
2401,UK should have a second Brexit referendum before leaving the EU,An in or out referendum would be legitimate.,1
2402,UK should have a second Brexit referendum before leaving the EU,Any referendum is legitimate in this case.,1
2403,UK should have a second Brexit referendum before leaving the EU,The vote will be illegitimate.,0
2404,UK should have a second Brexit referendum before leaving the EU,The vote won't be legitimate.,0
2405,UK should have a second Brexit referendum before leaving the EU,The vote would be wrongful.,0
2406,UK should have a second Brexit referendum before leaving the EU,the vote will not be legitimate,0
2407,UK should have a second Brexit referendum before leaving the EU,the vote will be rendered illegitimate,0
2408,UK should have a second Brexit referendum before leaving the EU,A referendum will create a better political climate.,1
2409,UK should have a second Brexit referendum before leaving the EU,Referendums are good politically.,1
2410,UK should have a second Brexit referendum before leaving the EU,Politics are enriched by referendums.,1
2411,UK should have a second Brexit referendum before leaving the EU,The public have a right to a referendum.,1
2412,UK should have a second Brexit referendum before leaving the EU,The people have a right to hold a referendum,1
2413,UK should have a second Brexit referendum before leaving the EU,Holding a referendum is a civil right.,1
2414,UK should have a second Brexit referendum before leaving the EU,people have the right to a referendum,1
2415,UK should have a second Brexit referendum before leaving the EU,The referendum is inconsistent with the UK's tradition of representative democracy  EU membersh,0
2416,UK should have a second Brexit referendum before leaving the EU,The referendum doesn't match the UK's democratic history.,0
2417,UK should have a second Brexit referendum before leaving the EU,Holding a vote would be inconsistent with the UK's democratic traditions.,0
2418,UK should have a second Brexit referendum before leaving the EU,the referendum is inconsistent with the UK's tradition of represtative democary EU members,0
2419,UK should have a second Brexit referendum before leaving the EU,it may be inconsistent to use a referendum relative to Uk's tradition as a representative democracy eu member,0
2420,UK should have a second Brexit referendum before leaving the EU,The referendum is good PR for the UK.,1
2421,UK should have a second Brexit referendum before leaving the EU,The referendum will be good PR.,1
2422,UK should have a second Brexit referendum before leaving the EU,The referendum will look good.,1
2423,UK should have a second Brexit referendum before leaving the EU,a referendum is good pr option for the UK,1
2424,UK should have a second Brexit referendum before leaving the EU,the UK may be benefitted with good pr from a referendum,1
2425,Teachers should get tenure,Tenure lets experienced teachers pick easier assignments and leaves difficult assignments to the least experienced teachers. ,0
2426,Teachers should get tenure,Tenure provides a hierachy for experienced teachers in choosing easy or difficult assignments.,0
2427,Teachers should get tenure,Tenure prohibits school districts from firing experienced teachers to hire less experienced and less expensive teachers. ,1
2428,Teachers should get tenure,The formal dismissal process guaranteed by tenure protects teachers from punitive evaluation systems and premature dismissal. ,1
