text,label
"california state senator @USER chairs a panel at #dnc2020 labor council caucus, of women who came out of the labor movement to win elected office - from minnesota, state auditor @USER accuses trump of making the truth a partisan issue.",0
"@USER @USER good grief,  the republican party just keeps sinking lower and lower. how pathetic! 🙄 #voteblue2020 #dumptrump #saveourdemocracy",0
"@USER you can't afford... well, you'll have to! 😂 #joebiden #joebidenforpresident2020 #joebiden2020 #votebluetosaveamerica #votetrumpout #votethemallout2020 #trumpisnotwell #trumptreason",0
holy shitttttttt #biden is crying !!!!!! hes done !!!!! #presidentialdebate2020 #debate2020 #debates2020 #trump2020,1
"@USER you're only just now realizing that verse is about #drinkbleachdonnie  #trumplorable, right?

#democraticnationalconvention
#shegotitright
#biden
#bernie2020
#biden2020
#votebluetoendthisnightmare
#votebluetosaveamerica
#trumpliespeopledie
#votebluetosaveourlives",0
"i'm begging some player in the ncaa to wear a #maga patch...please expose the hypocrisy of the left.
@USER",1
@USER it's that simple. #voteblue2020,0
"#joebiden had little to no energy. 
@USER has a new descriptor: #gladiator. 
#presidentialdebate 
#debate2020 
#debate 
#trump2020",1
"@USER vote out every #republican - local, state &amp; federal. #voteblue2020 #votebluenomatterwho #votebluetosaveamerica #voteblue HTTP",0
"#nobelpeaceprize has a chance to restore integrity here after giving the war monger obama the prize.

“#donaldtrump nominated for nobel peace prize following israel-uae deal”

HTTP",1
can't believe that trump literally got away from having to denounce white supremacists. how the fuck did we end up with him as president.,0
"@USER @USER @USER sadly, agree! but don’t give up yet. #biden2020 🌊🌊🌊",0
trump urging his followers to watch people vote... @USER isnt that voter intimidation? #presidentialdebate2020,0
@USER @USER it seems mail boxes are systematically removed to prevent citizens to vote by mail-in-ballot. wouldn't it be time to act? #votersuppression #trumpthreatensdemocracy #trumpisadictator #votebluetosaveamerica HTTP,0
where is tiffany trump mother? they barely even claim her dumb ass. i wonder how much he paid marla for tonights speech? #rnc2020,0
@USER trump will embarrass sleepy joe and it wont even be close!!,1
@USER @USER @USER @USER @USER you don’t speak for me! #biden2020,0
@USER biden is in far better shape.  he can even run walk down steps and ramps.  i would like to see trump do that.  he would most likely kiss the floor.,0
@USER biden citing debunked story about trump running down kia military....the dems have been attacking trumps family for 4 years even his minor son.  biden's son's are fair game. he's been pushing that false alcoholic killed my first wife theme and milking it for years!,0
#trump2020 boat parade HTTP,1
"@USER please vote 
#biden2020 HTTP",0
"if you can't rally enough people to your cause, harden the base. #trump2020",1
"@USER not really, joe wouldn't have known what to ask and he would have just laughed along with trump at everything he said and argued with biden. he's not right wing he just seems to think trump is funny so he let's him off the hook for everything.",0
"@USER you're correct but unfortunately the terrorists are the ones being protected by the local governances😡
 it's no longer right/left. it's no longer r/d.
it's american constitution🇺🇲 vs those that desire to overthrow it.
#votelikeyourlifedependsonit 
#trump2020",1
@USER panicking bc the truth is coming out? you’ve repeatedly shown us what a crass &amp; crude human being you are. everything coming out confirms what we already know. we saw your corrupt &amp; twisted behaviors even before your presidency. you’re a sick person. #biden2020,0
"@USER southern california

#trump2020 🇺🇸",1
@USER #maga #kag #trump2020 #trump2020landslide y’all need this the most,1
"@USER @USER the atlantic is  a shi# rag garbage dumster.. pelosi probably paid them for the fake news ""distraction"". sorry, not working. #maga",1
"vote like your life depends on it...
because it does !!!!!  🌊🌊🌊
#votebluetosaveamerica 

#trumppandemic #trumpvirus #trumpliesaboutcoronavirus HTTP",0
"results on #google when you search donald trump 

@USER can’t deny the agenda your company has as well. 

#trump2020 #maga2020 #donewithgoogle HTTP",1
"@USER he's despicable.
every honorable american citizen, and soldier should see it and despise it..

#trumpdeathtoll95k #resist #voteblue   #votebluetosaveamerica2020
#votebiden2020 #votebluetosaveamerica  #biden #joebidenforpresident2020 #voteblue2020",0
"@USER 

reminder of what your cult leader did
kids/babies in cages
guess your head is up his ass so far you can't see

#votetedout
#votebluetoendthisnightmare 
#votebluetosaveamerica HTTP",0
"@USER #joebiden no matter where he goes, he's not all there HTTP",1
"our moment
11 years ago, sully was called for his moment. now, we are all called to this moment. join sully in regaining control of this nation's destiny by voting donald trump out. HTTP",0
@USER nazi ‘merica party line for u.  #votebluetosaveamerica,0
@USER @USER um no. i was a certified bernie voter and i'm voting for trump for many reasons. so he can add me and a few others that i know who are voting republican for the first time.,0
two terms! #trump2020 #kaga HTTP,1
"@USER @USER he focused on us and not himself. it’s kind of hard to talk to someone like trump who just talks,talks talks and nothing important to say.he was clearly the winner of tonight debate and most intelligent of course. #votehimout #bidenwonthedebate #bidenharrislandslide2020",0
"@USER @USER @USER @USER actually, i think so too
#trump2020",1
"@USER trump almost won it in 2016, it'll be easy for him to win it this time around.  biden didn't even get 10% of the vote in the primary, nobody likes him there.  don't believe the fake polls, it's a big red wave!",1
this is exactly what i’m doing to these mail in votes and sending them back #trump2020 HTTP,1
@USER this is how ignorant the demon party is ..... hollywood and music because they live in a fantasy world. lmao! #trump2020 #maga,1
trump is the only man that i haven’t let gaslight me,0
"i look forward to waking up and not being furious.

#voteblue",0
"💔🇺🇸💔🇺🇸💔🇺🇸💔🇺🇸💔🇺🇸💔

broken-hearted for our nation
—
our democracy has fallen victim to liars, cheats, &amp; thieves of truth
—
here we are; the crossroads of democratic independence or tyranny
—
nothing else to do, so #registertovote 
#votebluetosaveamerica",0
@USER gives new meaning to the sleeper candidate. #trump2020,1
@USER i still can’t believe that wearing a mask has become a political issue. it’s about saving lives. #votebluetosaveamerica #wearamask #dems4usa HTTP,0
"seriously, biden says that trump will be the first president to have less jobs than when he started his term, then advocates for further lockdowns and not opening the country back up, surely anyone with any sense can see through his bs #presidentialdebate",0
"@USER i’m in a large group of 50,000 women from pa for biden supporters. we discussed this yesterday. the trend seems to steal, destroy, deface biden signs. people are wondering if it’s worth it. we decided it is and not to be intimidated. move signs to inside windows. #biden2020",0
"obama on biden: “he made me a better president, and he's got the character and the experience to make us a better country.” #demconvention #bidenharris2020",0
"@USER suburban women for biden!
#trumpdeathtoll180k... and climbing. a shameful milestone that this incompetent president holds some responsibility for. #dumptrump",0
@USER i love you man. thanks for speaking our voice. #resist #bluewave,0
@USER @USER gop. senators. all. have. to. go. #votebluetosaveamerica,0
"@USER @USER @USER we were holding that iranian money illegally since the late 1970s. if there were any way of enforcing it, iran would win a huge judgement from the us for overthrowing a democratic president in the 1950s and installing a vicious 25yr dictatorship. does #maga know any history?",0
fire portland justice center HTTP,1
@USER @USER bullshit that was trump. way more jobs in the trump days than obama days. economy is better than the obama days. do your research or take your bullshit elsewhere.,1
"@USER every poll i have seen says trump won. however, everyone around me thinks neither won.",0
"@USER mr. president!
i have yet to see the #dscabal be a truly good judge of character...they don't have to be. all they need to do is follow their #dsplaybook and lure their victims into a bad situation...later using blackmail on them. they will usually do whatever they ask!
#maga HTTP",1
"@USER @USER @USER we all know what .@USER is. well, no: we know what .@USER is not: he is not working 4 his constituents - not calling out trump on the #goodyear issue, for example, and not making pandemic-related relief to suffering ohioans. he's next for the #bluewave. #voteblue",0
"mccloskey couple, who waved guns at st. louis protesters, to speak at rnc : live updates: protests for racial justice : npr #trumpers suck #rnc2020 #blm  HTTP",0
"@USER #trumpliedpeopledied #trumpknew 

feb. 7: trump tells woodward he knows of airborne risks and covid is worse than worst flus

feb 10-mar 2, 2020: trump holds five #maga rallies each attracting thousands of people in confined spaces",0
@USER i think most americans are seeing through all this bs going on in portland.  #trump2020,1
"@USER well done tonight, i am an independent voter and you won my vote. i proudly support the calmer, more collected, rational, mentally competent candidate at this debate. #sidinwithbiden #bidenharris #bidenharrislandslide2020 #nevertrump #bidenwonthedebate",0
"@USER @USER @USER @USER i’m guessing this guy figured out he’s being conned by the party of #donaldtrump b/c when i answered his answer to what’s a #conservative, all the bullshit stopped! have a good day one &amp; all!",0
"@USER @USER mmmm peach mints

oh an #fucktrump",0
"#activemilitary are against #donaldtrump 's policies !
these are not the policies of active #military .
a lot of military men &amp; women are deeply offended the president of the #unitedstates 🇺🇸 wanted to use them as political stunts. .@USER  , @USER @USER HTTP",0
"this election is  american freedom vs communism... pick a side &amp; vote wisely...communism kills 👇👇👇👇👇👇👇 #liberalismisamentaldisorder #communismkills #votered #trump2020 

 HTTP",1
@USER @USER ha! ha! you’ve heard from one person.  there are many more on the other side who now see who trump is and will not vote for him again.  #joebidenforpresident2020 #trumpistheworstpresidentever #votebluetosaveamerica,0
HTTP,1
"@USER president trump’s favorability stayed flat after the rnc, as a majority of the country continues to view his handling of the covid-19 crisis negatively, a poll released sunday found. favorability among republicans dropped 4% since last week. 
#dumptrump 
HTTP",0
@USER yeah! #maga #trump2020 @USER restoring american pride around the world.,1
"@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER #fbr #fbrparty #resisters

 we cant rely upon #trump or #gop to #protectourkids or #portectourteachers from #coronavirus; pawns &amp; victims of the #republicans until 01/20/21 

pls read HTTP

#shareifyoucare #strongertogether",0
i’m pretty sure if people actually think joe biden is their candidate and not trump then no debate is really going to change that. the entire establishment and psychos are voting for biden. the people who want to save america is voting for trump. cut and dried.,1
"i also feel for hunter, who lost his mom at a very young age and grew up in the shadow of a great man. the trauma of losing a parent stays with you, and makes it easy to attempt self medication. i feel for hunter, and praise his redemption from addiction; trump sees only a target",0
"#putinspoodle-in-chief:#trump is the most traitorous &amp; most vicious con man #trumpresignnow #trumpisacompletefailure #trumpviruscatastrophe  #voteblue #trumpisaloser #trumpdisrespectsveterans #biden2020 #trumphatesourmilitary #bidenharris2020tosaveamerica
 HTTP",0
"@USER @USER wrong, eric. your dad is a  #traitor who is going to lose to #biden in  #landslide2020 !
#votetrumpout #voteoutthegop #votebluetosaveamerica",0
"@USER @USER bidwn would rather sniff girls hair, biden was wearing an earpiece. #trump2020",1
"@USER the only way to change/fight it is to
#voteredtosaveamerica 🇺🇲 #trump2020 🇺🇲
as trump said in 2016 ""what do we have to lose?""",1
"good to see #joebiden calling out the suburb #dogwhistleracism #trump is blowing hard in the #debates2020 

no policy from the orange fatman; just more attempts at #detteringdemocracy &amp; hiding the activities of #taxfraudtrump",0
"i heard, 'no justice no peace' if @USER wins. good luck. good luck. #trump2020 HTTP",1
"@USER florida should be embarrassed by its ""leadership."" where's your gas mask @USER ?

#votebluetosaveamerica",0
@USER jobs not mobs #trump2020,1
"sounds like the #rnc is a disaster.  where will this cult go when they realize there is nothing behind the asteroid?

#voteblue2020 #restoredemocracy",0
"melania's ex-friend: trump family tainted by 'deceit, deception' HTTP",0
"@USER except for my governor, inslee, who trump refers to as a snake. washington voters will remember in november 2020. bye bye trump and corruption! #votebluetosaveamerica",0
@USER were just awake to all the bullshit lies they try to spoon into our mouths. #trump2020 #firefaucinow,1
“will you shut up man” #debates2020  #bidenharris2020 👏🏼👏🏼👏🏼👏🏼,0
"@USER with another great one that chould be the #trump2020 anthem. well done, bryson. keep'em coming!  #magasteppin #maga #kag #joebidenisaracist 

HTTP",1
someone explain to me why presidents aren't required to have a security clearance and vetted before entering wh? we could have been spared 4 years of having a conman for a president!!!  #trumptaxreturns #trumpisbroke #securityclearance #bidenharris2020 #bidenharrislandslide2020,0
"of course i want the biden-harris ticket to win in november.

but after three nights of #dnc2020 i’ve only heard about why people want donald trump to lose.",0
"does it get ""swampier"" than this, @USER , @USER and @USER.  #frauds #votebluetosaveamerica 

white house reportedly orders hospitals to bypass cdc during covid-19 data collection HTTP",0
"@USER @USER @USER @USER, @USER’s ag barr &amp; @USER are working hard to bring #christiansharialaw to america! #votebluetosaveamerica #onesecularlawforall
#christiansagainstchristiannationalism HTTP",0
"aww, poor #donaldtheincompetent, the #sadking. feeling #triggered by michelle obama's speech? then i guess you're not looking forward to hearing it again when your #deplorable, soon-to-be-ex wife plagiarizes it at your 'convention'.
#votebluetosavedemocracy
#votebluetosaveamerica",0
"@USER @USER hard pass , the only back harris has is her own, and clearly it's getting worn out being used to get jobs since she can't win a election. she hates the poor, she lies, she want's to be a dicktaker, oops dictator, so i will be voting #trump2020  bcuz i love my country.",1
i wish #donaldtrump would deny his own existence.,0
"black lives matter ( blm) are a bunch of un-american - americans aka domestic terrorist seeking supremacy . 

they pick in choose which black life matter. they are sad.

#trump2020 🇺🇸",1
"@USER @USER @USER @USER yeah - scared for them just as i was for those #trump rally goers in oklahoma (glad those were a handful) &amp; those who attended @USER ”protest” at #rnc2020 . if only #donaldtrump had set good example from start, he could have advised appropriately. pity he did not lead by example",0
"@USER no, i don't trust you anymore. #votebluetosaveamerica",0
@USER @USER @USER @USER yup i’m a trump voter and trump stunk,0
"if he dies this pos needs to ride the lighting.......... 
wake up people blm is a terrorist organization and needs to be dealt with as such. 

#trump2020 #maga #kag HTTP",1
"@USER @USER in 1988 joe biden had to drop out of the race for president because his lies became so horrendous almost as bad as his plagiarism joe biden the laughing stock of america
HTTP",1
"patriots get this out! dems don’t want this out! keep blaming trump you pieces of garbage! 48 hour cure for coronavirus! retweet! #maga  this video is trimmed, find the whole video! HTTP",1
"@USER you're just pissed cos she was totally competent and truthful in her testimony to both repub and dem senators today.  she's not a whiney, vengeful crybaby like you.
#fucktrump #biden2020 #itiswhatitis",0
"@USER i suggest that the us bans testing, and everyone should have a dose of hydroxychloroquine everyday. when people die, the cause can be anything but coronavirus.

from now on, no mask, no testing, no coronavirus. hoax is debunked. #maga
#kag2020",1
@USER i already voted for joe biden!,0
the best is yet to come - #trump2020 HTTP,1
"let this be a warning and make no mistake - #maga’ts, #kag’ers, and #qanon’ites are energized and emphatic about their dear leader. it’s going to take everything we have to beat them in #2020election #votebluenomatterwho",0
"@USER @USER @USER @USER @USER @USER thanks for the indoctrination attempt, maybe you should consider a lawless area,perhaps no man's land between afghanistan and pakistan, #trump2020 #joebidenisaracist",1
"#michelleobama hits the nail on the head 
“donald trump is in over his head”
#demconvention",0
"@USER @USER lies and deflection from a weak inept failed ""leader"". #votebluetosaveamerica #covid_19 #coronavirus #coronaoutbreak #coronaviruspandemic",0
"@USER @USER i live in orange county ny but if you can direct me where to go im in, mr president trump and please advice where to go?",1
"afternoon  🍵 party #fbrpytime 
ya ya friday follow the #bluewave  🌊🌊🌊🌊🌊🌊🌊🌊🌊🌊🌊🌊🌊
@USER 
@USER 
@USER 
@USER 
@USER 
@USER 
@USER 
@USER 
@USER 
@USER 
@USER 
@USER 
@USER 
@USER",0
@USER @USER @USER @USER i hope president trump follows through on his promise to sell the citizens of connecticut to the chinese as slaves who will probably work them to death in months!! #maga,1
"i’m not the biggest fan of blacks, but they sure know how to slang that bbc if you reckon #trump2020",1
@USER @USER @USER @USER black voices for trump! we all proud boys! HTTP,0
"@USER really? last i checked, 24.6 (biden) was higher than your 23.8.  maybe not really all that sleepy  @USER should be making that statement.  but take comfort donny, when it comes to number of #lies in a speech, your still number one. #dnc2020 #rnc2020",0
trump came out swinging like a meth head in a mosh pit. #debates2020 #shutupman #standdownandstandby #trumplied200kdied #maga2020 HTTP,0
"#rnc2020 ""instead of following the science..."" did he really say that with a straight face? for trump and his family this is just one big circus. this clown and his house of horrors need to be sent packing on november 3rd.",0
"@USER pelosi is not an expert! well, maybe an expert in hypocrisy and idiocy. and listening to her is a big mistake. #trump2020",1
@USER they need to get a teacher to moderate the next debate. wallace clearly has no experience dealing with bullies. #biden2020,0
"@USER @USER @USER @USER @USER f reggie hammond and all the idiots like him who seem just fine with another 4 years of trump.
#biden2020",0
@USER @USER yes. we are better than this. #bidenharris2020 #dumptrump,0
"william shakespeare was not written by monkeys.
#rabbits 
#qanon 
#shakespeare",1
"the #debates confirms that #treasonoustrump is consistent on one thing .... #lying 

#wakeupamerica 

#factcheck",0
"@USER and it doesn't seem to matter how many times he gets caught in a lie, tbey won't leave his side. so pathetic. #voteblue #bidenharris2020",0
"@USER i'm having issues with @USER. my front lawn is full of trump #maga signs. last week they threw my son's grad pics on lawn which got wet &amp; ruined; last night they didn't deliver a scheduled set of pool chaise. similar mail-related issues during 2016 also.
its unamerican &amp; sick.",1
good people dying due to republicans lack of empathy for other human beings. this is not the america my father and uncles fought and died for. this is not we the people. #voteblue2020 ⁦@USER⁩ ⁦@USER⁩ ⁦@USER⁩  HTTP,0
"@USER i'll take a rv, please....and thank you for asking!  husband and i just need a class c for the two of us to travel now that we are old and retired.  again, thank you for offering to buy us one!  so kind of you.  #trumpsamerica #nicepeople #trump2020. :)",1
joe biden questioning the revolution whilst the entire country is depending on a democratic socialism test run in order to get by in this crisis is peak boomer irony. #demdebate #democraticsocialist #bernieorbust2020 #democraticdebate,0
"@USER rt 
ifbap 🇺🇸
followed all 🇺🇸

#redfriday 🇺🇸
#trump2020 🇺🇸",1
the prez is dumber than his #maga supporters  HTTP,0
“democracy is talking itself to death.” – @USER #makeamericagreatagain,1
@USER there is no line they will not cross. #votebluetosaveamerica #votebidenharris2020 #voteblue #votebluenomatterwho,0
@USER @USER wtf!  you need an assault rifle to hadley children?  you are in the wrong career!  #voteintegrity #voteblue,0
@USER you’re despicable. you’re a fraud. you’re an asshole. this veteran is voting for biden. #veteransagainsttrump #veteransforbidenharris2020 #veteransforbiden #biden2020 #bidenharris2020,0
@USER lock her up!!!! show them once and for all criminalization is a crime!!! weaponizing the fbi (pres obama and vp biden) to achieve political goals is a crime. the only way for the democrats to understand they cannot get away with corruption is to prosecute!put real criminals away!,0
"#dumptrump2020 #biden2020 #bidenharris2020 #votebidenharris2020 #votebluetosaveamerica 

she was even more disrespectful than pocahontas.

does he not understand how incredibly disrespect he is, always. even when calling someone else disrespectful!!

HTTP",0
"a @USER play in two
acts #voteblue2020 HTTP",0
a great night for president trump tonight @USER @USER @USER @USER @USER #rnc2020 #trump2020 #trumpgoingstrong #trumppence2020landslidevictory,1
"@USER @USER biden calling trump ""clown"" ""fool"" and ""shut up man"" is something i'll take away.
that shows that #joebiden is mean, nasty, and has no respect for the president of the united states or the office",1
about an hour into the #debates2020 . trump's the man. why? he cares. biden doesnt.,1
i think it's safe to say trump just lost every black vote.,0
"@USER #biden2020 is not taking guns or defunding police. this is about fraud, something the #trumpcrimefamily is familiar with.",0
@USER ✋for sure.  #votetrumpout  #voteblue,0
@USER @USER @USER if you want a better life for your son #trump2020 HTTP,1
@USER @USER i thought president trump left a lot on the table. hopefully rudy and chris will be able to advise him as such. or ivanka. he will listen to her.,1
"and this is what happened to the pan­american movement because it had not from the outset laid its chief stress on winning supporters from the circles of the great masses.
-trump, may 12, 2019 
 #spygate #teaparty #madeinusa #lovetrump #trump",1
@USER all on schedule #maga 2020 🇺🇸👏,1
@USER we are the light. they are the darkness. #trump2020!,1
"a second pandemic-related contract facilitated by senior trump adviser peter navarro has been canceled and is under investigation
the tactics of peter navarro, a white house trade adviser, are under growing scrutiny. crooks and con men #voteblue",0
"lousiana... social distancing, cool background and love the sunglasses. #biden2020",0
"dear americans, 

can someone pls tell joe biden to mind the #us elections instead of meddling with the turkish ones? he practically admitted being behind the failed coup attempt and is still pushing for “regime change”.

yours truly, 

the turks. 

#dnc2020 #maga2020 #dnc #maga",1
"stimulus check update august 15th | new stimulus news!
HTTP
#stimulus #stimulusupdate #stimuluschecks
⚠️⚠️⚠️@USER ⚠️⚠️⚠️ @USER 
 #trump #trump2020 #maga #maga2020",1
@USER me and my dad at his citizenship ceremony in the ’80s. we are voting for @USER because we believe in the promise of #america. we love this country and all the opportunities she has given us. #trump2020 #americafirst #latinosfortrump HTTP,1
"@USER @USER speak for yourself ... oh wait, you’ve become wealthy from the public coffers - you’re too out of touch to speak on this. my salary doubled after president trump took office.  i’m doing great!!  #trump2020",1
"@USER @USER @USER @USER @USER @USER he's not even a mole, he's a collaborator in plain sight. he's a #russianasset 
#votebluetosaveamerica 
#bidenharris",0
"beijing-based bhr partners is a private equity firm where #hunterbiden was a board member. ""bhr partners"" invests in cgn(chinese-general-nuclear) a #china company that was charged by the f.b.i. with stealing u.s. nuclear secrets. get it?
#trump2020nowmorethanever  #draintheswamp",1
i really hope sports books have an over under for when biden starts stuttering  #biden2020 #trump2020 #debate #maga #supportcops #weloveourvets,1
"#petebuttigieg absolutely proved that he is the best equipped to be commander-in-chief when it comes to national security! 
#pete2020
#peteforpresident
#demdebate",0
"remember #dnc god is all knowing as seeing, hearing, knows your heart and (if you still own it) your soul. i will never ever accept your fodder as truth. neither will true proud to be americans under god! #trump2020landslide",1
"@USER @USER well said jay, that was a damn good summary!! #maga 
if people don't love this country, they have the god given right to leave! if you need help packing your shit, there are plenty of great americans that would willingly donate their time to help you!! #onlyinamerica 🇺🇸 #maga",1
"@USER look's like trump's america. bden not in charge......yet!
#votebluetosaveamerica 
#bidenharrislandslide2020 
#gopprofilesincowardice",1
my feathered palm rejuvenated with the hot weather #nevertrump HTTP,0
"@USER @USER @USER @USER ok, random six follower guy who joined twitter a month ago. the rest of the world sees support for trump as nothing less than a catastrophic dumpster fire, but keep preaching the gospel of #maga.",1
@USER trump's america protects citizens from the tyranny of criminals? great. #maga,1
"@USER it continues to be shameful that @USER does not have his national priorities straight. it should be #peopleoverprofits, not the other way around. #humanrights #votebluetosaveamerica",0
"joe has already said he will bring minimum wage to $15 per hour. @USER 
#teamjoe #biden2020 #only1choicejoe #dumptrump #wevotejoe #demdebate",0
"@USER @USER so you’re a trump lover. just admit it, ffs.",0
@USER strong the #stupid is with this one. #kag,1
"@USER um...he's been a little busy with covid-19, hurricanes, riots, middle east peace accords, serbia-kosovo peace accords, etc. i'll give him a pass. #trump2020 #trump2020victorynowmorethanever 🇺🇲🇺🇲🇺🇲 HTTP",1
@USER @USER @USER and in still only 1 of 6 states that are not making it safer to vote by unrestricted mail-in vote. #votersuppression #voteblue,0
long live carpe!  #qanon HTTP,1
"every day trump proves himself to be the most openly racist illegitimate president in our lifetimes.

#trumpisaracist
#racistgop
#racistinchief

#votebluenomatterwho unless you are a racist.

trump encourages racist conspiracy theory about kamala harris HTTP",0
"please tell me he throws a baseball like me. pretty, pretty please.

#trumpisanationaldisgrace #votebluetoendthisnightmare #voteblue #wearadamnmask #wearamask 

HTTP",0
"@USER sounds plausible to me because this is a total shitshow! 
#trump2020",1
"@USER @USER @USER @USER i can't wait to see more ads!! bloomberg has fantastic p r firm. 
#votebluetosaveamerica",0
get it american? this is the beginning of tyranny! #trump #maga #magarollercoaster #votered2020 #blacklivesmatter  #communism #america #americafirst #blm #ccpvirus #socialism #fascism #americafirst # HTTP,1
"hey democrats, joe biden is the best you could muster up?  of all the dems in america, he is the best?

#bidenharris #americafirst #4moreyears #bidencalm",1
"@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER awesome list brother!

thanks for the add!

#voteblue
#voteearly
#strongertogether 
#votebidenharris2020
#bidenharrislandslide2020 HTTP",0
"@USER @USER @USER in other words, back to normal! we don’t want the marxist plan they are trying so hard to implement. #nonewnormal #maga #kag 🙏🇺🇸👍🏻",1
@USER @USER the great divider.  #biden2020 #votebluetosaveamerica,0
exciting tribute to @USER! a living saint and dedicated public servant who lived his life in service for freedom and #equalityforall let this legacy live on! #bidenharris2020 #ripjohnlewis #goodtrouble #civilrightsicon #demconvention #joe2020 #fbr #fbrparty #resist,0
this is awesome .props to who ever did this at #hobbylobby #maga 🇺🇸 HTTP,1
my other account got shit down for some reason.  i am a patriot.  please help me get my numbers back.  i follow all patriots. #patriots #kag #maga #saveourchildren #savethechildren #iloveamerica,1
"@USER anything is better than trump. i voted for bernie, but will vote for biden if he is on the ticket. instead of division, unity needs to begin. i will not be responsible for trump having 4 more years. 

#votebluenomatterwho 
#demdebate HTTP",0
i just published cheeto in chief already invalidated election HTTP,0
senior loan officer opinion survey on bank lending practices. #makeamericagreatagain #keepamericagreat HTTP,1
"we’ve got to keep the pressure on.

🔵blast every revelation that will lose 45* votes

🔵lift #bidenharris2020tosaveamerica

🔵guarantee #democraticdomination with positive messaging

🔵keep our eyes on the #bluewave prize!

#onev1 - vote early - vote blue - support the usps HTTP",0
"HTTP
still nothing to see in epstein files. epstein didnt kill himself!
#saveourchildren #savethechidren #epstein #epsteinfiles #clinton #clintonfoundation #maga",1
trump has no plan. he dismantled the plan that we did have for pandemics  #debates2020,0
"@USER you committed treason against our entire country. and this is the bs you throw out there to make yourself palatable? jfc. no thanks, coward it ain't gonna work.
#ditchcollins2020 
#saragideonforsenate 
#votebluetoendthisnightmare #votebluetosaveamerica #dumptrump2020 
#joementum",0
proud boys are celebrating. literally. #debates #trumpisaracist,0
"@USER #election2020, #voters take a good hard look at #california because the #democrats chose #kamalaharris and their goals are to turn #america into california. littered with #homeless, free #healthcare for #illegalaliens and ripe with #ballotharvesting #voterfraud 

#trump2020",1
.@USER: democrats “have passed laws that made it impossible for police officers to do our job. the violence and chaos we’re seeing now isn’t a side effect” #rnc2020,1
hitler and trump: what do they have in common? #democraticdebate HTTP,0
"michelle obama is so eloquent!!! i looked forward to hearing from her the most this evening. she never disappoints, only inspires!!!
#votebidenharristosaveamerica 
#voteblue",0
@USER @USER we’re keeping our eyes on the prize. #biden2020 #flipthesenateblue,0
if you claim to be a patriot and support anything about trump you go against everything you believe your country stands for... #presidentialdebate,0
"@USER you can cling to that all the way to the election until you have to concede to joe biden because decent, patriotic americans do not want you as their president.

#votebluetosaveamerica",0
"asking for a friend, how much did tax payers pay for @USER hair tonight!? #debate2020 #debate #presidentialdebate2020 #election2020 #trump2020 #bidenharris2020",0
"i’ll tell you one thing (among many other things) but one big thing emerges: the #republicannationalconvention is very forward looking in contrast to the very retrospective feel of the #democraticnationalconvention, and elections are all about the future.  #maga2020",1
"@USER @USER man, all that time we thought trump's friend @USER had his nose buried in the bible . . .

. . . he was actually balls deep in the pool boy.

#maga indeed.  
#gopconvention2020",1
this world has gone batshit crazy! #trump2020landslide #trump2020 #maga2020 #kaga2020   we the people will have a voice &amp; a choice! 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸,1
"@USER how to tell what's true/false... if it's a democrat it's a lie...if it's a republican it is probably true if you can weed through the ""we need to investigate...""stuff. if it's trump it's closer to truth than any msm or politician if you wait 5 mins(he is almost always right)#maga",1
@USER @USER @USER @USER @USER @USER @USER trump’s got this in the bag!!,1
"one of the most memorable days of my life... 

jan 20, 2017 invited guest to the trump inauguration 🇺🇸 

that’s me circled, in my red leather jones new york jacket! 

just look at the real turnout! 

@USER #maga HTTP",1
"even fox news (!) confirms @USER's report re: repugnant mass-of-stds-and-adderall @USER's comments about dead us soldiers.
racists will stand by him, of course.
and the willfully ignorant.
and soul-less rich looking to get richer
but the rest of us? #biden2020 !",0
"HTTP

#maga - are you proud? #trumpisnotwell",0
"my voting plan is to vote early in person. 534,000 of mail-in ballots refused is too much of a risk with stakes so high bc “missed delivery deadlines, mistakes...”  trump only won by 80,000 votes in 2016.  
#votebluetosaveamerica 
HTTP",0
"@USER lol republicans at the beginning of the week. “ no evedrnce will be allowed.”

three days later. “well the dems aren’t showing us any evidence. “

#votebluetosaveamerica #votebluetoendthisnightmare",0
"@USER not sure who the ""too confident democrats"" u r referring to are?  most dems i know are very worried and working as hard as possible to bring the country our of darkness. #biden2020",0
"@USER @USER @USER @USER @USER @USER buckle up heehaw!!
#trump2020 #trump2020landslide HTTP",1
"last year when the #democrats picked @USER they never realized that the horse they hitched their carriage too needed peanut butter on his gums to make it look like he was saying something. town halls with provided questions to the attendees! classic biden! 

#biden2020",0
"@USER @USER ryan is nobody !! stop giving that little shit the time of day !! if he’s able to influence people not to vote for biden then they are as dumb as he is .. period full stop !
#biden2020",0
"#trumpfamilycrimesyndicate 
#trumpcancercharitytheft 
#grifterinchief 
#donthecon 
#trumptaxes 

#votebluetosaveamerica 

trump is secretly paying one son’s wife and another son’s girlfriend $180,000 each – using campaign donor money. HTTP",0
vote blue #votebymail2020 #voteblue2020 #freedom #democracy #saveamerica HTTP,0
"@USER quite a contrast from trump, who when asked about talking to those who have lost a loved one to covid, pivoted to talking about opening schools. #votebluetosaveamerica",0
